sch_code,api99,edparent,meals,englearn,yearround,credteach,emerteach,avg_ed_raw,pct_af_am,pct_am_ind,pct_asian,pct_fil,pct_hisp,pct_pac,pct_white,mobility
3635265,682,13.86,12,1,0,93,13,3.43,1,0,1,0,11,0,87,8.0
3635844,517,11.66,68,18,0,83,14,2.33,21,1,4,0,56,1,18,11.0
3636081,530,12.16,50,14,0,85,13,2.58,16,2,6,1,48,0,27,12.0
3636487,547,11.74,35,2,0,100,0,2.37,3,0,0,1,23,0,72,12.0
3636743,601,13.0,31,0,0,100,3,3.0,14,1,3,5,11,3,64,10.0
3637584,663,13.66,15,7,0,86,13,3.33,9,0,10,1,26,0,54,10.0
3638012,537,12.84,36,2,0,94,7,2.92,13,1,2,2,39,1,43,65.0
3638509,659,13.36,0,3,0,95,5,3.18,1,1,1,0,18,0,79,4.0
3638616,655,12.9,33,0,0,97,3,2.95,4,1,1,0,13,0,81,12.0
3730033,854,15.44,3,3,0,99,1,4.22,0,0,11,1,8,0,80,16.0
3730058,678,13.3,0,6,0,99,3,3.15,2,1,4,1,32,1,60,12.0
3730066,710,14.32,8,4,0,99,3,3.66,2,1,3,2,13,0,78,5.0
3730074,786,14.84,8,3,0,100,1,3.92,3,0,12,15,8,0,61,5.0
3730124,452,11.24,0,36,0,91,12,2.12,3,0,0,11,81,0,4,100.0
3730173,665,13.4,40,5,0,97,3,3.2,14,1,18,7,19,2,39,12.0
3730181,719,13.64,18,10,0,98,5,3.32,6,0,21,33,8,1,31,8.0
3730314,707,14.12,22,9,0,96,1,3.56,11,1,12,13,19,1,43,14.0
3730348,476,11.92,64,31,0,91,9,2.46,36,0,13,1,40,3,8,17.0
3730371,657,13.96,27,4,0,95,6,3.48,32,1,3,7,17,0,41,15.0
3730405,636,14.18,0,6,0,95,5,3.59,5,1,7,11,43,1,32,33.0
3730694,737,13.84,18,5,0,99,2,3.42,2,1,3,1,22,0,71,8.0
3730702,697,13.68,10,0,0,94,7,3.34,2,3,2,1,11,1,81,5.0
3730728,680,13.42,20,14,0,96,2,3.21,8,1,4,2,23,1,61,10.0
3730801,506,11.6,0,26,0,89,13,2.3,5,0,1,4,80,1,9,0.0
3730819,803,14.9,5,1,0,100,2,3.95,4,1,11,8,7,1,69,8.0
3730843,649,13.9,0,9,0,99,2,3.45,6,1,5,19,44,1,24,0.0
3730884,750,14.56,16,5,0,94,1,3.78,8,0,17,13,9,1,51,9.0
3730942,644,13.66,10,4,1,85,5,3.33,15,1,2,2,28,0,51,18.0
3731007,730,14.62,8,6,0,97,4,3.81,1,0,4,1,15,0,80,21.0
3731064,576,12.52,0,18,0,92,9,2.76,7,0,2,4,69,1,17,100.0
3731114,703,13.12,0,10,0,94,6,3.06,1,13,1,0,26,0,59,32.0
3731213,595,12.64,48,17,0,93,4,2.82,5,1,5,1,43,0,45,9.0
3731478,798,15.32,5,1,0,98,2,4.16,3,0,2,2,10,1,82,0.0
3731585,537,11.1,81,50,0,100,1,2.05,22,0,35,1,30,0,11,9.0
3731692,526,12.0,54,18,0,96,5,2.5,9,2,3,2,30,1,53,9.0
3731809,650,13.1,12,2,0,97,3,3.05,1,2,1,1,10,0,85,3.0
3732062,629,12.62,0,18,0,92,7,2.81,3,1,5,3,39,0,49,14.0
3732179,651,12.86,0,16,0,97,5,2.93,2,1,1,1,34,0,60,7.0
3732336,674,13.42,12,1,0,94,8,3.21,1,2,2,1,11,1,83,4.0
3732625,689,13.84,17,5,0,99,1,3.42,4,2,3,1,17,0,73,6.0
3732732,626,13.32,25,6,0,93,8,3.16,14,1,4,1,19,0,60,7.0
3732781,691,13.74,22,12,0,99,1,3.37,11,1,6,1,27,0,54,7.0
3732849,633,12.92,0,9,0,94,7,2.96,3,1,2,3,59,1,31,0.0
3732997,444,10.94,26,46,0,98,11,1.97,21,0,20,0,54,0,4,14.0
3733326,557,12.08,64,27,0,97,4,2.54,21,1,24,5,28,1,20,15.0
3733508,812,15.0,11,7,0,91,1,4.0,2,0,9,1,22,0,67,7.0
3733581,477,12.12,60,15,0,94,2,2.56,68,0,6,1,21,1,2,31.0
3733698,601,12.8,40,13,0,97,0,2.9,10,1,11,2,33,1,41,10.0
3733953,550,11.84,0,20,0,93,9,2.42,5,1,1,5,61,0,27,33.0
3734431,599,12.2,58,21,0,96,3,2.6,13,1,14,1,43,1,28,11.0
3734548,665,13.34,28,4,0,100,3,3.17,15,1,3,5,23,1,52,7.0
3734654,604,13.2,40,12,0,97,4,3.1,24,0,4,44,17,2,8,29.0
3734761,578,12.76,39,7,0,97,10,2.88,16,3,4,8,30,1,38,14.0
3734878,659,12.58,46,8,0,86,14,2.79,1,7,0,0,29,0,63,18.0
3735206,593,11.92,46,9,0,97,1,2.46,14,1,2,4,48,3,28,30.0
3735313,641,12.46,0,9,0,95,6,2.73,3,2,3,1,36,0,55,17.0
3735750,665,13.24,28,16,0,98,1,3.12,6,1,3,2,38,0,51,8.0
3735867,743,14.62,8,3,0,100,1,3.81,2,1,5,3,8,0,81,5.0
3735974,701,13.44,0,2,0,99,2,3.22,0,1,1,0,18,0,79,21.0
3737152,538,11.78,62,38,0,96,10,2.39,13,0,3,0,60,1,22,65.0
3737418,792,14.76,7,0,0,95,3,3.88,0,0,2,0,11,0,86,17.0
3737632,633,12.48,29,19,0,98,5,2.74,2,1,3,3,42,1,50,12.0
3737905,636,13.14,12,1,0,99,3,3.07,1,1,2,1,9,0,86,3.0
3738226,461,11.36,0,25,0,98,2,2.18,4,1,1,14,74,2,5,0.0
3738234,512,11.9,0,26,0,98,4,2.45,5,0,2,15,69,1,9,75.0
3738705,600,12.84,27,19,0,95,3,2.92,5,1,3,3,37,1,50,7.0
3739018,648,13.04,28,6,0,97,3,3.02,16,0,3,8,30,4,39,20.0
3830072,474,11.98,28,33,0,89,12,2.49,23,1,25,6,31,3,12,16.0
3830205,668,12.86,38,6,0,92,4,2.93,17,0,50,6,18,0,9,6.0
3830254,574,12.32,21,16,0,79,4,2.66,21,1,27,20,28,1,3,1.0
3830353,553,12.1,37,27,0,86,0,2.55,18,2,30,6,33,0,11,11.0
3830387,766,14.16,5,5,0,80,5,3.58,12,2,28,5,15,0,38,9.0
3830403,611,12.02,19,7,0,72,10,2.51,27,1,42,9,17,1,3,5.0
3831765,550,11.14,23,32,0,83,3,2.07,13,0,61,5,13,0,7,8.0
3833241,684,13.06,16,21,0,87,2,3.03,6,0,66,5,6,0,16,5.0
3833407,925,13.92,18,1,0,88,1,3.46,4,0,61,6,11,0,17,3.0
3834082,435,11.06,36,41,0,72,15,2.03,16,1,26,9,44,1,3,8.0
3834769,497,11.8,12,18,0,90,0,2.4,18,2,22,6,40,0,13,13.0
3839081,699,12.96,22,20,0,85,2,2.98,9,0,64,2,4,0,19,4.0
3930237,614,12.78,35,27,0,91,13,2.89,10,1,34,7,14,1,33,12.0
3930302,639,13.1,13,9,0,86,13,3.05,7,1,6,4,25,0,56,20.0
3930310,609,12.82,0,5,0,95,8,2.91,5,2,3,7,31,1,51,9.0
3932001,639,13.04,12,3,0,96,5,3.02,6,2,4,4,25,0,59,9.0
3932100,495,11.36,38,14,0,88,20,2.18,15,2,21,14,42,0,6,24.0
3932308,665,12.74,0,3,0,90,8,2.87,1,1,1,1,24,0,72,7.0
3932654,443,11.02,43,23,0,91,22,2.01,13,3,15,2,54,0,13,13.0
3933801,655,13.64,23,15,0,85,14,3.32,9,1,22,4,16,1,48,17.0
3933959,565,12.46,0,17,0,90,10,2.73,0,1,1,1,34,0,63,
3934759,589,12.56,28,23,0,97,3,2.78,5,1,27,3,21,1,43,9.0
3934783,646,12.9,17,14,0,94,10,2.95,1,1,1,1,27,0,69,7.0
3935103,609,12.62,0,5,0,97,13,2.81,2,2,2,2,27,0,64,11.0
3935756,685,12.86,18,1,0,94,6,2.93,0,0,1,1,23,0,74,0.0
3937406,551,11.78,35,16,0,90,21,2.39,12,2,35,5,24,1,22,6.0
3938008,654,13.22,10,11,0,96,4,3.11,5,1,3,2,27,0,61,13.0
4030557,702,13.24,25,7,0,98,2,3.12,1,1,1,2,24,0,70,6.0
4030755,767,13.94,0,1,0,99,5,3.47,1,0,1,1,9,0,88,6.0
4032009,665,13.46,28,8,0,100,4,3.23,1,0,1,0,16,1,81,4.0
4034807,718,13.68,18,2,0,100,0,3.34,2,0,2,3,11,0,83,11.0
4035754,686,13.04,24,8,0,100,2,3.02,3,1,2,0,23,0,71,6.0
4036703,771,14.66,17,2,0,100,0,3.83,2,0,3,1,10,0,85,8.0
4037008,491,11.42,58,5,0,90,10,2.21,1,0,0,1,44,0,54,39.0
4037701,764,14.12,13,3,0,97,3,3.56,0,1,0,1,8,0,88,8.0
4130217,720,14.18,3,17,0,97,1,3.59,3,1,24,4,17,3,48,5.0
4130472,756,14.42,4,13,0,95,5,3.71,2,1,10,3,15,1,70,8.0
4130738,614,12.82,10,24,0,95,4,2.91,3,0,7,6,30,10,44,12.0
4130993,625,13.38,0,21,0,92,2,3.19,8,0,11,1,32,3,43,8.0
4132551,686,13.58,0,6,0,98,2,3.29,3,0,10,36,23,3,26,9.0
4132817,674,13.64,0,14,0,92,4,3.32,1,0,2,2,23,0,72,0.0
4133070,684,14.02,5,19,0,95,3,3.51,4,0,16,4,16,3,57,11.0
4133393,521,12.5,0,13,0,89,9,2.75,8,0,4,43,40,2,3,50.0
4133716,640,13.46,0,27,0,98,2,3.23,14,0,4,0,38,4,39,4.0
4134557,771,14.16,5,20,0,98,0,3.58,1,0,39,5,13,2,39,6.0
4136370,716,13.98,4,21,0,97,3,3.49,5,0,19,3,24,5,43,12.0
4136693,560,12.24,0,36,0,95,2,2.62,3,0,2,1,57,2,34,7.0
4137279,636,12.88,24,16,0,90,14,2.94,6,0,11,17,39,5,21,9.0
4137535,701,13.54,0,0,0,88,9,3.27,6,1,5,7,15,2,65,
4137790,621,13.26,0,14,0,93,7,3.13,5,0,21,40,22,2,10,33.0
4138053,616,13.06,0,29,0,92,5,3.03,7,0,4,1,42,4,43,8.0
4230587,623,12.68,33,25,0,92,8,2.84,1,0,1,0,49,0,48,5.0
4231726,769,13.72,10,13,0,100,0,3.36,3,1,6,2,30,0,58,0.0
4234613,669,13.08,98,10,0,93,7,3.04,1,1,2,2,30,0,64,
4235230,707,13.84,12,17,0,94,6,3.42,1,1,4,1,37,0,57,
4235727,651,13.16,17,25,0,91,11,3.08,4,1,1,1,55,0,39,
4236030,538,11.92,98,30,0,98,2,2.46,2,1,1,5,77,0,14,
4236345,719,13.5,0,10,0,98,5,3.25,1,1,1,0,22,0,74,33.0
4330015,532,11.3,0,30,0,92,8,2.15,4,0,36,8,45,1,6,17.0
4330023,713,13.7,0,3,0,86,15,3.35,5,1,15,3,23,0,54,11.0
4330031,622,12.34,0,25,0,85,18,2.67,5,0,32,17,35,0,11,32.0
4330080,599,12.38,33,19,0,73,3,2.69,10,1,20,3,39,1,27,6.0
4330122,631,13.42,19,14,0,89,11,3.21,4,1,17,9,22,0,47,8.0
4330239,720,13.72,3,0,0,93,10,3.36,2,1,9,2,12,1,73,5.0
4331799,735,14.48,0,7,0,94,8,3.74,3,1,31,2,10,0,54,
4331955,570,13.2,15,11,0,86,12,3.1,7,1,9,2,28,1,52,14.0
4332474,627,13.14,14,30,0,96,6,3.07,6,1,15,15,33,1,29,33.0
4332839,602,12.48,27,17,0,85,15,2.74,2,0,3,1,57,1,36,9.0
4332904,885,16.0,3,4,0,93,3,4.5,4,0,27,1,5,0,63,0.0
4332995,552,11.72,0,27,0,81,20,2.36,5,1,35,5,47,0,7,14.0
4333316,749,14.62,5,9,0,91,7,3.81,4,0,30,2,10,1,53,50.0
4333522,823,14.82,9,4,0,83,3,3.91,1,1,39,1,16,1,41,4.0
4333639,533,11.56,0,25,0,83,17,2.28,3,1,10,6,64,0,16,17.0
4333795,692,13.0,24,15,0,79,3,3.0,3,1,7,2,50,0,38,3.0
4333951,682,13.66,0,9,0,91,8,3.33,2,0,7,1,29,0,60,
4334116,735,14.3,8,11,0,85,8,3.65,5,0,16,3,23,0,53,0.0
4334371,801,15.18,0,0,0,96,7,4.09,1,1,8,0,4,0,86,0.0
4334421,867,15.38,2,7,0,90,9,4.19,1,0,55,1,3,0,40,
4334462,854,15.66,1,6,0,90,9,4.33,1,0,54,0,4,0,40,0.0
4334470,668,13.58,21,16,0,91,9,3.29,6,0,33,18,17,1,25,96.0
4334728,767,14.46,12,8,0,94,9,3.73,4,0,15,7,18,0,54,62.0
4334900,621,12.7,0,16,0,92,9,2.85,5,1,22,14,42,1,16,11.0
4335204,655,12.82,0,10,0,93,12,2.91,8,1,24,4,31,0,31,10.0
4335428,523,11.24,0,36,0,89,15,2.12,3,1,15,13,64,2,2,11.0
4335782,852,15.8,4,1,0,93,7,4.4,5,1,13,1,4,1,75,100.0
4335907,723,13.7,0,8,0,90,11,3.35,7,1,37,10,21,1,24,10.0
4335949,692,13.48,23,16,0,65,2,3.24,2,2,11,2,30,1,52,6.0
4336137,615,13.62,12,12,0,94,6,3.31,5,2,16,1,17,1,58,11.0
4337200,561,11.86,41,30,0,85,0,2.43,2,1,10,3,58,0,26,8.0
4337762,862,15.86,0,1,0,90,10,4.43,1,0,43,0,2,0,54,
4337903,625,12.7,0,14,0,85,18,2.85,5,1,37,15,29,1,12,
4338505,639,13.76,0,8,0,96,6,3.38,3,0,16,1,15,0,64,8.0
4338802,653,13.42,27,13,0,95,2,3.21,3,1,22,9,24,1,40,7.0
4338950,590,12.32,39,24,0,69,1,2.66,3,1,9,2,54,0,31,3.0
4430518,620,12.52,0,16,0,93,8,2.76,1,0,3,2,45,0,49,4.0
4432340,719,14.18,0,5,0,95,7,3.59,2,0,5,1,15,0,77,13.0
4436754,733,14.22,0,1,0,93,10,3.61,1,2,2,1,5,1,89,6.0
4437109,706,14.34,1,10,0,100,4,3.67,5,0,3,1,22,0,68,16.0
4437406,687,14.06,0,2,0,97,4,3.53,1,1,3,1,13,0,82,7.0
4437901,475,10.58,0,44,0,87,15,1.79,0,0,1,2,86,0,11,4.0
4530028,659,13.18,0,0,0,96,6,3.09,0,5,2,0,5,1,86,6.0
4530044,654,13.92,0,0,0,96,6,3.46,1,2,1,0,3,0,92,80.0
4530804,647,13.12,0,1,0,98,2,3.06,1,7,2,1,7,1,83,33.0
4531000,637,12.72,32,0,0,95,0,2.86,0,8,0,0,4,0,87,6.0
4531901,671,13.3,0,2,0,100,6,3.15,1,12,1,0,4,0,82,7.0
4532750,676,13.48,22,2,0,98,4,3.24,2,4,9,0,5,1,79,9.0
4533600,647,13.3,0,3,0,100,5,3.15,0,10,1,0,6,0,83,
4537304,688,13.84,17,3,0,100,0,3.42,1,3,6,0,3,0,87,11.0
4634259,683,13.14,0,0,0,92,8,3.07,1,2,0,1,6,0,89,
4733309,729,13.88,32,0,0,100,0,3.44,0,8,0,0,4,1,87,8.0
4735403,757,13.94,0,2,0,95,5,3.47,2,3,2,1,6,1,84,
4737250,620,11.62,61,20,0,78,22,2.31,0,3,0,0,42,0,55,15.0
4738753,620,13.02,0,1,0,100,0,3.01,10,3,10,0,9,0,69,
4739207,699,13.3,14,0,0,100,0,3.15,1,6,4,0,4,0,84,3.0
4830089,690,13.36,9,2,0,92,9,3.18,10,2,4,2,14,2,65,7.0
4830147,577,13.68,13,3,0,77,21,3.34,38,0,0,34,10,1,11,97.0
4830451,617,13.26,11,10,0,92,9,3.13,17,1,9,8,16,3,47,8.0
4831004,759,14.5,0,0,0,92,9,3.75,8,0,5,6,10,1,70,7.0
4832259,603,12.6,22,17,0,98,2,2.8,2,1,2,1,39,2,54,9.0
4833000,611,13.22,14,7,0,92,11,3.11,25,1,7,9,16,2,41,11.0
4833950,570,13.28,12,4,0,86,12,3.14,26,1,5,29,13,2,24,43.0
4835302,607,12.4,16,7,0,85,15,2.7,1,2,1,1,23,0,72,
4837803,650,13.6,11,5,0,91,10,3.3,5,2,3,1,17,0,71,17.0
4838504,571,13.06,15,8,0,91,9,3.03,35,1,3,22,16,3,20,48.0
4838801,707,13.8,0,0,0,90,10,3.4,19,1,5,8,11,1,56,15.0
4930012,650,13.54,0,8,0,100,3,3.27,2,0,3,1,12,1,81,0.0
4930160,579,11.96,0,22,0,92,11,2.48,5,2,8,1,35,0,48,10.0
4930244,759,14.3,0,3,0,95,13,3.65,1,0,3,0,7,1,86,11.0
4930400,733,14.3,0,3,0,91,8,3.65,1,1,2,0,7,0,88,0.0
4930855,632,12.76,11,1,0,88,8,2.88,0,2,1,0,23,0,73,6.0
4931507,710,13.62,0,5,0,95,10,3.31,1,2,2,1,11,0,82,10.0
4932109,625,12.56,0,24,0,100,0,2.78,0,3,1,0,35,0,62,0.0
4932554,702,13.04,10,11,0,100,2,3.02,1,1,1,0,29,0,68,11.0
4934154,766,14.04,0,5,0,99,4,3.52,3,1,5,1,13,1,77,6.0
4935151,709,13.58,0,6,0,97,6,3.29,1,1,1,1,12,0,84,0.0
4935292,638,12.96,0,7,0,100,2,2.98,4,2,6,1,16,1,69,9.0
4935482,690,13.36,4,5,0,98,4,3.18,4,1,5,1,14,1,74,8.0
4936803,696,13.64,0,9,0,100,2,3.32,3,2,9,0,16,0,70,0.0
4937256,672,13.18,19,17,0,96,8,3.09,1,0,2,0,21,0,76,6.0
5030010,709,13.72,4,5,0,98,5,3.36,3,1,6,1,17,1,72,7.0
5030135,652,12.54,19,13,0,100,1,2.77,5,1,9,1,30,2,52,10.0
5030879,562,12.22,39,8,0,93,8,2.61,3,2,6,1,40,0,47,8.0
5031380,639,12.8,17,9,0,98,4,2.9,5,1,12,1,24,1,55,9.0
5031521,575,12.76,12,2,0,95,10,2.88,1,0,0,0,19,0,81,8.0
5031802,618,12.3,31,15,0,98,4,2.65,3,1,5,1,39,0,51,9.0
5032651,634,12.54,33,11,0,75,19,2.77,0,0,1,0,25,0,74,6.0
5034905,621,12.04,19,18,0,100,2,2.52,6,1,20,1,38,1,34,6.0
5035654,664,13.0,1,9,0,93,5,3.0,0,0,1,0,7,0,92,6.0
5035902,542,11.64,43,21,0,83,21,2.32,1,0,2,0,57,0,39,15.0
5036256,549,11.82,0,25,0,83,23,2.41,2,1,1,0,62,0,34,10.0
5037700,598,12.48,15,10,0,99,4,2.74,2,1,6,1,32,1,58,9.0
5132758,687,13.14,0,2,0,86,7,3.07,1,0,2,0,14,2,82,
5135256,577,11.84,60,18,0,100,0,2.42,1,2,13,0,41,0,43,7.0
5137500,659,13.84,6,0,0,93,7,3.42,1,6,8,0,9,0,76,2.0
5139001,602,12.86,42,23,0,97,4,2.93,3,1,17,1,23,1,55,11.0
5231709,581,11.6,0,6,0,98,0,2.3,1,4,2,0,24,0,62,99.0
5235106,586,12.28,33,5,0,94,6,2.64,0,4,0,0,25,0,69,8.0
5237201,604,12.92,30,1,0,98,0,2.96,1,4,1,0,12,0,82,7.0
5337407,654,12.62,70,0,0,83,17,2.81,0,15,1,0,3,3,78,5.0
5337456,667,13.28,29,0,0,96,4,3.14,0,6,1,0,5,0,87,4.0
5430046,590,12.66,32,21,0,97,3,2.83,1,1,6,0,40,0,51,12.0
5430210,403,10.96,79,55,0,86,9,1.98,0,1,1,0,86,0,12,
5430301,432,11.08,0,38,0,82,18,2.04,1,0,0,0,58,0,39,100.0
5431184,498,11.32,7,11,0,87,13,2.16,0,0,1,1,80,0,18,0.0
5431598,574,12.98,27,7,0,100,0,2.99,0,0,1,0,38,0,60,9.0
5432414,493,11.04,68,41,0,88,14,2.02,0,0,2,0,81,0,16,10.0
5432786,567,12.32,15,18,0,88,12,2.66,1,1,5,4,47,0,42,4.0
5432828,656,13.22,21,9,0,99,2,3.11,2,1,2,0,31,0,64,8.0
5433230,445,10.64,62,25,0,77,20,1.82,0,0,0,6,89,0,5,11.0
5434113,520,11.46,9,13,0,89,13,2.23,1,3,4,1,60,0,32,8.0
5434527,583,12.64,36,22,0,94,6,2.82,2,1,13,0,43,0,40,10.0
5434931,466,11.26,48,9,0,89,16,2.13,0,0,2,0,64,0,34,8.0
5435409,554,12.12,0,6,0,87,13,2.56,5,1,2,0,42,0,49,7.0
5435466,579,11.84,19,2,0,86,14,2.42,6,0,3,0,52,0,38,7.0
5436282,479,11.3,72,42,0,90,10,2.15,1,0,2,0,74,0,23,6.0
5536503,675,13.54,0,0,0,96,4,3.27,0,0,1,0,4,0,95,7.0
5536750,631,13.54,0,0,0,98,2,3.27,0,4,1,0,5,0,91,4.0
5630116,797,14.94,0,5,0,99,1,3.97,1,0,8,0,11,0,79,40.0
5630132,846,15.28,0,0,0,89,11,4.14,1,0,7,0,3,0,88,0.0
5630322,706,13.76,0,3,0,95,5,3.38,2,1,6,2,16,0,72,11.0
5630793,676,13.58,13,6,0,96,4,3.29,2,1,4,0,26,0,67,9.0
5631619,724,14.08,5,2,0,97,2,3.54,1,2,5,2,17,0,74,6.0
5631742,539,11.5,0,25,0,95,6,2.25,4,1,3,13,70,1,8,9.0
5632021,493,11.62,41,15,0,87,20,2.31,0,1,1,0,76,0,21,10.0
5632849,490,11.12,12,24,0,88,14,2.06,5,2,1,4,74,1,13,0.0
5633250,707,13.58,17,11,0,92,9,3.29,2,0,5,1,26,0,66,0.0
5633748,744,14.2,0,5,0,100,0,3.6,2,0,5,1,13,0,79,21.0
5634076,724,13.8,0,3,0,89,13,3.4,0,1,2,0,18,0,79,0.0
5634548,608,12.08,0,18,0,93,9,2.54,7,2,4,4,61,1,22,10.0
5634761,561,11.94,3,22,0,95,5,2.47,3,1,3,3,65,0,24,10.0
5635008,670,13.42,0,7,0,100,0,3.21,1,2,7,2,20,0,69,8.0
5635776,524,11.44,43,20,0,79,21,2.22,0,0,0,0,80,0,19,100.0
5636188,751,12.8,0,5,0,100,0,2.9,2,1,7,2,14,0,74,7.0
5637004,767,14.4,0,4,0,98,2,3.7,1,0,7,0,12,1,79,63.0
5637822,651,13.42,23,12,0,87,15,3.21,1,1,3,0,33,0,61,7.0
5731708,570,12.34,23,15,0,94,12,2.67,0,0,2,2,49,0,46,0.0
5732201,812,15.34,0,5,0,93,14,4.17,3,1,11,1,11,0,74,7.0
5732904,547,12.08,32,8,0,83,11,2.54,1,1,1,0,41,0,56,15.0
5735154,591,12.06,53,24,0,93,7,2.53,3,3,17,1,31,1,44,9.0
5738505,562,12.08,35,7,0,82,9,2.54,1,1,2,0,41,0,55,7.0
5738802,586,12.54,19,20,0,95,9,2.77,1,1,4,1,43,0,51,12.0
5830013,517,11.34,77,37,0,96,2,2.17,2,3,29,1,19,1,46,6.0
5835202,616,12.88,39,10,0,92,10,2.94,3,7,8,0,12,0,69,8.0
5838305,683,13.26,0,2,0,100,0,3.13,6,5,7,2,12,0,68,12.0
